ID,Code,Salary,Occupacy,Ages,Weight,Size,Feet_size,Performance
4640,34*****,Medium,Y,<17,66.8,111.4,37,0
4641,67*****,High,Y,<17,47.5,146.4,37,1
4642,12*****,High,Y,<17,49.3,148.1,41,1
4643,34*****,Low,N,17+,59.5,175.8,35,1
4644,56*****,Low,N,<17,47.6,160.8,38,0
4645,67*****,Medium,Y,<17,69.1,149.3,37,0
4646,45*****,Low,N,<17,39.1,100.4,39,1
4647,56*****,Low,N,<17,43.6,137.9,38,0
4648,34*****,Medium,Y,<17,51.0,190.5,37,0
4649,56*****,Medium,Y,<17,53.5,164.5,34,1
4650,56*****,High,Y,<17,79.9,167.5,36,1
4651,23*****,High,Y,17+,28.6,109.6,37,1
4652,45*****,Medium,Y,<17,51.0,140.9,39,0
4653,12*****,Low,N,17+,31.5,178.2,37,0
4654,56*****,High,Y,<17,64.4,154.8,41,0
4655,56*****,Medium,Y,<17,76.6,128.3,42,0
4656,56*****,Low,N,<17,72.8,138.0,34,0
4657,56*****,High,Y,17+,61.0,142.0,42,1
4658,67*****,High,Y,17+,67.6,159.8,36,0
4659,56*****,High,Y,<17,70.9,111.7,34,1
4660,56*****,High,Y,<17,62.9,127.8,35,1
4661,34*****,Low,N,17+,65.1,178.8,38,0
4662,56*****,Medium,Y,17+,61.3,135.0,36,1
4663,45*****,High,Y,<17,35.0,193.8,38,1
4664,12*****,High,Y,<17,30.8,121.5,35,1
4665,56*****,High,Y,17+,31.1,141.3,40,1
4666,34*****,Medium,Y,17+,45.9,127.1,34,0
4667,12*****,High,Y,17+,71.9,132.0,38,0
4668,34*****,High,Y,<17,24.7,147.5,40,1
4669,12*****,Medium,Y,17+,55.2,109.6,36,1
4670,12*****,High,Y,<17,49.2,153.6,42,0
4671,56*****,High,Y,<17,50.8,189.4,34,0
4672,45*****,Medium,Y,<17,48.7,154.5,41,1
4673,34*****,Medium,Y,<17,31.1,117.7,34,1
4674,56*****,Low,N,17+,72.4,192.6,36,0
4675,56*****,High,Y,17+,22.9,105.4,38,0
4676,67*****,Low,N,<17,49.9,169.5,39,0
4677,34*****,Low,N,17+,49.6,144.1,36,1
4678,23*****,Medium,Y,<17,43.4,133.4,38,1
4679,56*****,Medium,Y,<17,68.3,140.3,38,1
4680,12*****,Low,N,<17,55.0,119.0,42,1
4681,34*****,High,Y,17+,45.4,191.6,34,0
4682,34*****,Low,N,17+,61.9,109.5,42,1
4683,56*****,Medium,Y,<17,23.6,118.9,39,0
4684,56*****,Medium,Y,<17,52.2,195.6,38,0
4685,45*****,High,Y,17+,69.8,159.1,34,1
4686,34*****,High,Y,<17,63.5,166.1,38,1
4687,56*****,High,Y,<17,78.9,134.5,34,1
4688,23*****,High,Y,<17,42.7,112.8,41,1
4689,23*****,Low,N,,78.7,141.6,35,1
4690,12*****,High,Y,<17,48.0,181.2,42,1
4691,56*****,Medium,Y,<17,49.6,176.3,42,1
4692,45*****,High,Y,<17,32.9,103.8,34,1
4693,34*****,Low,N,<17,24.8,119.5,35,1
4694,34*****,High,Y,<17,76.6,164.7,42,1
4695,45*****,Low,N,<17,57.1,184.0,41,1
4696,23*****,Medium,Y,17+,58.1,139.9,36,0
4697,67*****,Low,N,<17,71.3,146.8,37,0
4698,23*****,Medium,Y,17+,44.7,154.1,39,1
4699,34*****,Medium,Y,<17,21.2,105.5,38,1
4700,12*****,Medium,Y,,43.5,102.3,38,0
4701,56*****,Medium,Y,<17,52.6,173.6,37,0
4702,23*****,High,Y,<17,53.6,161.5,34,1
4703,23*****,High,Y,17+,21.0,123.7,39,0
4704,56*****,Low,N,<17,28.1,115.4,40,1
4705,45*****,High,Y,17+,69.6,179.0,38,1
4706,45*****,High,Y,17+,34.9,180.9,40,1
4707,12*****,Low,N,<17,35.8,160.5,36,0
4708,56*****,Medium,Y,<17,55.4,136.4,37,1
4709,34*****,High,Y,<17,37.6,123.5,34,0
4710,23*****,Medium,Y,17+,75.2,140.7,40,1
4711,12*****,Low,N,17+,71.0,110.2,38,0
4712,34*****,Low,N,17+,66.8,110.4,42,0
4713,56*****,High,Y,17+,52.4,110.2,36,1
4714,45*****,High,Y,17+,25.9,161.5,37,0
4715,45*****,Medium,Y,17+,37.0,121.4,38,1
4716,67*****,High,Y,<17,20.6,131.8,35,0
4717,56*****,High,Y,<17,37.7,132.0,37,1
4718,12*****,High,Y,<17,28.8,196.1,39,0
4719,56*****,High,Y,<17,37.5,153.8,37,0
4720,56*****,High,Y,<17,22.8,122.2,35,1
4721,45*****,High,Y,<17,55.1,107.1,38,0
4722,12*****,High,Y,17+,79.8,109.8,37,0
4723,23*****,Medium,Y,<17,33.8,122.5,41,0
4724,56*****,High,Y,17+,56.9,171.1,38,0
4725,23*****,Medium,Y,<17,71.5,158.4,42,0
4726,34*****,Medium,Y,17+,24.3,167.6,35,0
4727,12*****,High,Y,<17,58.7,190.7,35,1
4728,34*****,High,Y,<17,44.4,123.2,37,0
4729,34*****,High,Y,17+,53.6,186.4,37,0
4730,34*****,High,Y,<17,43.7,116.9,34,0
4731,12*****,Medium,Y,17+,34.1,134.2,39,0
4732,34*****,High,Y,17+,68.1,130.4,34,0
4733,23*****,Low,N,<17,33.9,192.9,39,0
4734,45*****,Medium,Y,<17,76.5,178.1,36,0
4735,23*****,Medium,Y,<17,21.3,158.8,39,1
4736,12*****,High,Y,17+,31.9,156.2,35,1
4737,56*****,High,Y,<17,56.7,181.9,36,0
4738,45*****,Medium,Y,<17,42.7,120.2,36,1
4739,56*****,High,Y,<17,67.9,190.1,41,1
4740,56*****,Medium,Y,<17,72.0,151.5,40,1
4741,12*****,Medium,Y,<17,69.9,148.9,37,1
4742,34*****,High,Y,17+,25.6,183.4,37,0
4743,34*****,High,Y,17+,34.4,108.5,34,0
4744,56*****,High,Y,17+,46.9,153.2,39,1
4745,56*****,High,Y,<17,33.2,155.7,36,1
4746,34*****,High,Y,17+,25.3,174.9,40,0
4747,12*****,High,Y,<17,42.9,139.3,41,1
4748,56*****,High,Y,17+,45.0,173.3,37,1
4749,45*****,Medium,Y,17+,69.3,152.2,34,0
4750,56*****,Medium,Y,17+,20.1,171.4,34,0
4751,45*****,High,Y,<17,51.9,155.1,34,1
4752,23*****,High,Y,<17,29.8,110.9,34,0
4753,45*****,Medium,Y,17+,52.3,194.7,37,1
4754,12*****,Medium,Y,<17,76.3,190.8,37,0
4755,34*****,High,Y,17+,62.5,144.0,40,1
4756,45*****,High,Y,17+,78.7,132.4,42,1
4757,56*****,Medium,Y,17+,75.7,167.2,41,1
4758,45*****,High,Y,17+,56.6,155.4,40,1
4759,12*****,Medium,Y,<17,33.6,151.9,34,1
4760,12*****,High,Y,17+,42.7,174.2,35,1
4761,67*****,High,Y,17+,52.0,179.8,37,1
4762,12*****,High,Y,<17,60.2,173.6,34,0
4763,12*****,High,Y,<17,25.2,141.9,41,1
4764,56*****,High,Y,<17,25.4,193.6,34,1
4765,23*****,High,Y,<17,65.2,190.8,42,1
4766,45*****,Medium,Y,,65.9,107.0,40,0
4767,12*****,Low,N,<17,71.1,195.4,35,0
4768,23*****,Low,N,<17,79.4,105.6,40,0
4769,34*****,High,Y,<17,75.0,197.6,36,1
4770,56*****,Low,N,<17,24.5,198.5,36,0
4771,45*****,Medium,Y,<17,64.0,126.2,39,1
4772,56*****,Medium,Y,<17,20.7,186.1,42,0
4773,12*****,High,Y,<17,47.8,199.5,37,0
4774,34*****,High,Y,,39.9,106.5,37,0
4775,23*****,High,Y,<17,25.4,102.9,36,1
4776,34*****,Medium,Y,17+,79.8,172.0,38,0
4777,45*****,Medium,Y,<17,37.8,144.7,40,0
4778,45*****,Medium,Y,<17,66.7,160.8,42,1
4779,56*****,Medium,Y,,65.7,111.6,39,0
4780,12*****,High,Y,17+,46.1,193.2,39,1
4781,56*****,High,Y,<17,60.7,175.9,35,1
4782,45*****,Medium,Y,<17,79.1,126.2,34,1
4783,56*****,High,Y,17+,39.5,185.0,39,0
4784,12*****,Low,N,<17,52.8,124.7,37,0
4785,12*****,High,Y,<17,35.3,125.0,41,0
4786,34*****,High,Y,17+,59.2,163.0,36,1
4787,12*****,High,Y,<17,30.4,103.9,37,0
4788,12*****,Low,N,<17,37.5,104.0,42,0
4789,67*****,High,Y,<17,42.8,133.5,36,0
4790,56*****,Medium,Y,17+,77.7,168.6,36,1
4791,56*****,High,Y,<17,71.7,119.6,41,0
4792,23*****,Low,N,<17,70.3,138.5,39,1
4793,56*****,High,Y,17+,31.9,190.2,35,0
4794,23*****,Medium,Y,<17,73.0,103.3,37,1
4795,34*****,High,Y,,45.3,102.5,40,0
4796,23*****,Medium,Y,<17,30.3,170.6,34,1
4797,67*****,High,Y,17+,55.2,198.3,34,1
4798,23*****,High,Y,<17,50.8,147.4,37,1
4799,34*****,Low,N,<17,74.2,181.8,34,0
4800,45*****,High,Y,17+,27.3,158.6,35,0
4801,23*****,High,Y,<17,20.6,126.9,40,1
4802,12*****,High,Y,<17,32.0,117.4,40,0
4803,56*****,Low,N,<17,70.6,119.1,34,1
4804,67*****,Medium,Y,17+,55.4,147.0,38,0
4805,12*****,Low,N,<17,40.8,119.5,42,1
4806,34*****,High,Y,<17,39.0,151.5,40,0
4807,56*****,Medium,Y,<17,74.4,196.7,42,1
4808,67*****,High,Y,17+,47.1,135.5,34,0
4809,56*****,High,Y,17+,22.8,177.5,42,1
4810,23*****,Low,N,<17,40.5,145.5,39,1
4811,56*****,Medium,Y,17+,55.1,126.4,39,0
4812,67*****,High,Y,17+,41.3,133.5,40,1
4813,23*****,Medium,Y,<17,31.7,148.6,38,1
4814,12*****,Medium,Y,<17,36.0,160.8,37,0
4815,12*****,Medium,Y,<17,68.4,177.5,34,1
4816,12*****,High,Y,17+,68.5,195.1,41,1
4817,45*****,Medium,Y,17+,56.9,115.0,34,1
4818,23*****,High,Y,<17,45.6,173.2,41,1
4819,56*****,Medium,Y,17+,54.1,176.2,42,0
4820,56*****,High,Y,,73.0,177.0,38,1
4821,12*****,High,Y,17+,52.6,174.4,42,1
4822,12*****,High,Y,<17,29.0,119.5,35,1
4823,67*****,High,Y,<17,46.1,113.6,37,0
4824,56*****,Medium,Y,17+,42.7,175.8,34,0
4825,12*****,High,Y,<17,62.7,160.5,34,1
4826,34*****,High,Y,17+,56.1,111.1,39,1
4827,67*****,High,Y,<17,70.5,149.0,36,0
4828,67*****,Medium,Y,<17,72.6,159.5,42,0
4829,12*****,High,Y,<17,58.4,111.3,42,0
4830,56*****,Medium,Y,<17,78.0,116.1,36,1
4831,12*****,High,Y,17+,48.7,192.5,38,1
4832,23*****,Medium,Y,<17,45.3,120.7,38,0
4833,56*****,Medium,Y,<17,59.7,166.1,42,0
4834,23*****,High,Y,17+,29.4,101.0,36,0
4835,67*****,Medium,Y,<17,24.8,191.5,41,0
4836,56*****,Low,N,17+,42.0,103.8,36,1
4837,56*****,Medium,Y,17+,23.9,122.6,35,1
4838,45*****,High,Y,17+,36.2,130.0,36,1
4839,45*****,High,Y,<17,72.8,174.1,37,0
4840,23*****,High,Y,17+,77.4,141.1,42,1
4841,23*****,High,Y,17+,48.5,188.7,41,0
4842,12*****,High,Y,17+,46.7,178.8,41,0
4843,56*****,Medium,Y,<17,35.2,127.1,38,1
4844,67*****,Medium,Y,<17,59.4,164.4,35,0
4845,45*****,Medium,Y,<17,60.2,124.9,35,1
4846,12*****,High,Y,<17,62.0,153.8,40,0
4847,23*****,High,Y,<17,73.8,170.8,36,1
4848,23*****,Low,N,17+,55.3,182.8,34,1
4849,67*****,High,Y,17+,41.2,107.1,35,1
4850,12*****,High,Y,<17,55.4,111.6,39,0
4851,12*****,Medium,Y,17+,65.6,105.2,38,1
4852,45*****,High,Y,17+,32.0,159.7,42,1
4853,23*****,Medium,Y,<17,74.3,126.2,36,0
4854,12*****,High,Y,<17,42.4,113.1,38,1
4855,34*****,High,Y,17+,26.4,138.3,41,1
4856,67*****,High,Y,<17,59.8,152.0,36,1
4857,45*****,Low,N,17+,43.6,199.9,35,1
4858,45*****,Medium,Y,<17,52.0,111.3,38,0
4859,23*****,Medium,Y,<17,31.1,167.9,40,0
4860,56*****,High,Y,<17,32.1,168.2,35,0
4861,67*****,Medium,Y,<17,26.5,102.2,40,1
4862,12*****,Medium,Y,17+,48.1,186.8,38,1
4863,12*****,Medium,Y,17+,20.0,150.9,40,1
4864,23*****,Medium,Y,<17,67.9,112.3,38,1
4865,34*****,High,Y,<17,76.8,177.2,38,1
4866,12*****,High,Y,<17,49.9,125.0,39,1
4867,56*****,High,Y,<17,57.3,146.4,35,1
4868,67*****,High,Y,<17,30.3,122.0,34,0
4869,34*****,High,Y,<17,43.8,161.0,42,0
4870,12*****,High,Y,<17,73.7,106.6,38,0
4871,23*****,Low,N,17+,36.9,124.7,38,1
4872,12*****,Medium,Y,<17,41.3,188.4,42,1
4873,23*****,High,Y,<17,55.1,151.7,36,1
4874,34*****,Low,N,<17,46.5,187.2,39,1
4875,67*****,High,Y,<17,40.8,149.2,37,1
4876,45*****,Medium,Y,17+,69.4,151.3,36,0
4877,56*****,Low,N,<17,36.3,129.1,38,1
4878,56*****,High,Y,17+,32.8,128.5,35,1
4879,12*****,High,Y,<17,41.5,154.1,35,1
4880,45*****,Low,N,<17,53.8,158.0,36,0
4881,56*****,Medium,Y,17+,72.8,170.7,38,1
4882,56*****,Low,N,,65.9,178.4,37,1
4883,12*****,High,Y,<17,24.2,149.8,41,0
4884,56*****,Medium,Y,17+,74.6,191.5,39,0
4885,45*****,High,Y,<17,65.2,150.4,41,1
4886,12*****,High,Y,<17,47.9,186.1,37,1
4887,23*****,High,Y,17+,21.3,149.7,36,0
4888,45*****,Medium,Y,17+,67.5,144.5,41,1
4889,45*****,Low,N,<17,42.0,114.0,35,0
4890,12*****,High,Y,<17,75.2,153.5,35,1
4891,34*****,Medium,Y,17+,60.2,172.7,34,1
4892,23*****,High,Y,17+,23.5,141.0,39,1
4893,23*****,Medium,Y,<17,66.2,122.8,38,0
4894,56*****,Medium,Y,<17,34.7,145.6,38,1
4895,12*****,Medium,Y,17+,43.5,164.7,36,1
4896,56*****,High,Y,<17,53.6,191.7,35,0
4897,12*****,Medium,Y,<17,25.9,149.1,37,1
4898,23*****,Low,N,<17,68.7,145.5,36,1
4899,45*****,High,Y,<17,51.4,123.6,40,0
4900,45*****,High,Y,<17,62.7,157.7,34,1
4901,56*****,Medium,Y,17+,66.0,127.0,38,1
4902,56*****,Low,N,17+,78.8,192.0,39,1
4903,23*****,High,Y,17+,67.7,112.2,38,1
4904,23*****,Medium,Y,17+,63.2,142.7,39,1
4905,23*****,Medium,Y,17+,23.3,118.1,40,0
4906,12*****,Medium,Y,<17,70.4,107.1,42,0
4907,67*****,Medium,Y,17+,51.0,137.6,36,1
4908,56*****,Medium,Y,<17,36.0,132.6,38,0
4909,56*****,High,Y,<17,43.2,197.9,36,0
4910,67*****,Medium,Y,,41.2,169.8,38,1
4911,56*****,Medium,Y,<17,51.1,158.0,41,0
4912,12*****,Low,N,<17,40.6,184.4,36,1
4913,34*****,Medium,Y,17+,71.9,117.0,37,0
4914,34*****,Medium,Y,<17,24.7,110.0,39,0
4915,34*****,Medium,Y,<17,22.9,173.8,35,0
4916,23*****,High,Y,<17,47.1,166.6,41,0
4917,34*****,Medium,Y,17+,58.8,130.8,34,1
4918,34*****,High,Y,<17,39.0,113.5,35,1
4919,34*****,Medium,Y,17+,48.0,167.3,42,1
4920,12*****,High,Y,17+,64.4,137.4,41,0
4921,23*****,High,Y,<17,20.1,141.1,36,1
4922,45*****,High,Y,17+,26.7,135.1,39,1
4923,12*****,Medium,Y,<17,37.5,106.3,37,1
4924,56*****,High,Y,17+,22.4,127.6,39,0
4925,45*****,Low,N,<17,62.9,118.5,36,0
4926,67*****,Medium,Y,,26.9,137.7,37,1
4927,67*****,High,Y,<17,78.8,181.7,38,0
4928,23*****,High,Y,,39.1,138.6,40,1
4929,56*****,Low,N,<17,37.0,189.8,37,1
4930,12*****,High,Y,17+,63.2,152.9,38,0
4931,12*****,High,Y,<17,60.3,160.0,42,0
4932,12*****,Medium,Y,<17,76.3,166.1,37,0
4933,23*****,Medium,Y,<17,29.7,128.0,34,1
4934,45*****,High,Y,<17,53.9,194.8,35,1
4935,67*****,Low,N,<17,42.9,124.8,39,1
4936,67*****,High,Y,<17,65.3,109.1,38,1
4937,45*****,Low,N,<17,31.8,127.4,39,0
4938,23*****,Medium,Y,17+,62.7,113.7,35,0
4939,45*****,High,Y,<17,48.8,127.0,37,0
4940,12*****,High,Y,<17,27.1,126.1,42,1
4941,45*****,High,Y,<17,28.6,197.6,40,0
4942,12*****,High,Y,17+,65.9,194.8,40,0
4943,34*****,High,Y,17+,28.2,143.3,37,1
4944,45*****,High,Y,17+,63.5,173.1,37,0
4945,34*****,Medium,Y,<17,76.8,185.2,38,0
4946,67*****,High,Y,17+,79.8,107.0,34,0
4947,34*****,Medium,Y,17+,78.7,184.5,40,1
4948,56*****,High,Y,17+,58.2,150.4,37,0
4949,23*****,High,Y,17+,65.7,124.4,36,0
4950,67*****,High,Y,17+,24.6,107.8,40,1
4951,23*****,Medium,Y,<17,48.9,102.9,34,1
4952,12*****,Low,N,17+,25.1,140.6,34,0
4953,56*****,High,Y,17+,40.5,199.4,38,1
4954,45*****,High,Y,17+,36.4,157.1,39,1
4955,12*****,Low,N,17+,52.2,189.0,42,0
4956,45*****,High,Y,<17,39.8,120.7,38,1
4957,23*****,High,Y,17+,67.3,105.1,36,0
4958,34*****,High,Y,17+,30.9,184.0,41,0
4959,23*****,Medium,Y,<17,22.9,104.6,38,0
4960,34*****,High,Y,<17,57.3,177.5,41,1
4961,23*****,High,Y,<17,73.9,178.5,39,1
4962,56*****,High,Y,17+,69.3,115.3,40,1
4963,34*****,High,Y,<17,24.8,189.7,41,1
4964,56*****,Medium,Y,<17,25.0,109.2,42,1
4965,56*****,High,Y,17+,58.8,176.9,35,0
4966,34*****,High,Y,17+,54.2,119.6,35,1
4967,56*****,High,Y,<17,61.8,111.9,39,1
4968,23*****,Medium,Y,17+,66.6,106.8,40,1
4969,12*****,Medium,Y,<17,55.6,173.4,37,0
4970,23*****,Medium,Y,<17,37.5,158.9,34,1
4971,56*****,Medium,Y,<17,73.8,147.3,41,0
4972,12*****,Low,N,17+,75.7,118.7,36,1
4973,12*****,Low,N,<17,56.0,180.7,37,0
4974,56*****,Low,N,<17,73.5,126.0,37,1
4975,56*****,Medium,Y,<17,52.2,190.0,39,1
4976,12*****,Medium,Y,<17,59.7,128.7,37,1
4977,12*****,Low,N,17+,32.5,106.1,37,1
4978,67*****,Low,N,17+,37.1,147.5,35,0
4979,12*****,High,Y,17+,30.1,101.8,34,0
4980,23*****,Medium,Y,<17,54.7,185.2,41,0
4981,12*****,Low,N,<17,30.1,133.0,38,0
4982,56*****,Medium,Y,<17,68.1,125.8,34,1
4983,12*****,Low,N,<17,71.8,183.0,41,1
4984,34*****,Low,N,<17,64.0,136.2,40,0
4985,12*****,Medium,Y,17+,75.2,120.1,38,1
4986,56*****,Low,N,<17,71.0,128.4,39,0
4987,34*****,High,Y,17+,26.7,131.3,42,0
4988,12*****,Medium,Y,<17,44.4,145.4,36,0
4989,12*****,High,Y,<17,35.5,110.4,35,1
4990,56*****,High,Y,<17,47.6,172.9,35,0
4991,12*****,High,Y,<17,25.6,187.2,41,1
4992,56*****,High,Y,17+,24.9,116.8,35,0
4993,45*****,Medium,Y,<17,58.9,181.9,35,0
4994,34*****,High,Y,<17,36.5,113.3,39,0
4995,56*****,Low,N,17+,53.0,138.0,37,0
4996,12*****,Low,N,<17,45.0,192.4,34,1
4997,45*****,High,Y,<17,67.5,148.4,39,0
4998,23*****,High,Y,17+,77.9,180.4,34,0
4999,23*****,High,Y,<17,32.5,102.8,38,0
5000,23*****,High,Y,<17,75.7,142.8,42,1
5001,12*****,High,Y,<17,77.0,150.5,36,1
5002,34*****,High,Y,<17,67.7,158.0,40,0
5003,45*****,High,Y,<17,64.1,125.1,36,0
5004,56*****,Medium,Y,<17,63.4,105.3,41,0
5005,34*****,High,Y,<17,31.3,134.3,42,0
5006,45*****,High,Y,17+,39.5,178.9,36,1
5007,34*****,High,Y,<17,68.7,146.1,36,1
5008,34*****,High,Y,<17,38.4,125.6,37,0
5009,12*****,Medium,Y,17+,75.5,178.2,41,1
5010,56*****,High,Y,17+,69.4,147.1,42,1
5011,67*****,High,Y,<17,36.0,160.1,39,1
5012,45*****,Low,N,17+,64.0,126.9,41,1
5013,45*****,Medium,Y,17+,58.7,194.0,36,0
5014,12*****,High,Y,<17,41.7,101.7,38,1
5015,56*****,Medium,Y,<17,31.7,185.0,37,0
5016,67*****,Low,N,<17,29.4,195.8,34,1
5017,34*****,Low,N,17+,58.9,172.5,35,0
5018,56*****,High,Y,17+,34.1,132.7,36,0
5019,12*****,High,Y,<17,28.7,135.3,38,0
5020,23*****,High,Y,17+,56.9,134.5,39,0
5021,23*****,High,Y,<17,69.3,101.5,35,0
5022,12*****,Low,N,<17,52.7,126.9,39,1
5023,12*****,Low,N,<17,77.1,133.5,37,0
5024,56*****,Low,N,<17,24.7,136.9,37,1
5025,56*****,Medium,Y,<17,26.7,158.6,40,0
5026,23*****,High,Y,<17,38.0,125.0,35,1
5027,67*****,Medium,Y,<17,33.2,154.7,38,0
5028,23*****,Low,N,<17,20.9,147.3,36,0
5029,34*****,High,Y,17+,42.4,114.1,42,1
5030,34*****,High,Y,,54.0,198.1,34,1
5031,12*****,High,Y,<17,31.6,184.3,40,0
5032,34*****,High,Y,<17,45.6,108.7,40,1
5033,34*****,Medium,Y,<17,68.7,104.0,40,0
5034,45*****,High,Y,17+,57.5,131.3,41,0
5035,56*****,High,Y,<17,27.0,150.7,42,1
5036,23*****,Low,N,17+,76.2,165.5,34,1
5037,45*****,Low,N,17+,42.4,119.7,42,0
5038,67*****,Low,N,<17,37.5,142.7,37,0
5039,23*****,High,Y,<17,73.5,150.9,34,1
5040,34*****,High,Y,<17,56.9,120.6,36,1
5041,34*****,High,Y,,46.5,149.7,35,1
5042,67*****,High,Y,<17,34.1,187.3,39,0
5043,67*****,High,Y,<17,45.9,115.4,36,1
5044,34*****,High,Y,<17,21.8,140.6,38,0
5045,56*****,High,Y,17+,70.1,152.4,39,1
5046,23*****,Medium,Y,<17,35.4,198.5,41,0
5047,23*****,High,Y,<17,77.3,159.2,37,1
5048,56*****,High,Y,17+,59.6,144.2,34,1
5049,23*****,High,Y,<17,33.8,131.3,40,0
5050,23*****,Low,N,<17,67.3,154.3,34,1
5051,12*****,Medium,Y,17+,29.3,177.6,42,0
5052,45*****,High,Y,<17,56.3,128.3,36,0
5053,12*****,High,Y,,57.2,162.8,39,1
5054,56*****,Low,N,<17,38.2,107.6,42,0
5055,34*****,High,Y,<17,71.4,174.9,39,0
5056,12*****,Medium,Y,<17,68.7,104.8,38,0
5057,23*****,Medium,Y,<17,46.7,163.2,39,0
5058,45*****,High,Y,<17,38.2,198.2,38,1
5059,12*****,Low,N,<17,79.6,110.6,34,0
5060,12*****,High,Y,<17,55.6,113.0,34,1
5061,67*****,High,Y,<17,65.3,109.0,42,1
5062,45*****,Low,N,<17,46.1,190.2,38,1
5063,56*****,Medium,Y,<17,37.6,196.5,41,0
5064,34*****,High,Y,<17,21.3,167.1,42,0
5065,67*****,High,Y,<17,49.5,148.2,38,1
5066,56*****,High,Y,17+,62.1,143.8,36,0
5067,34*****,Low,N,<17,54.9,103.7,36,0
5068,23*****,Low,N,<17,55.9,120.6,38,0
5069,56*****,High,Y,<17,38.8,177.3,36,1
5070,45*****,High,Y,<17,55.9,179.1,34,1
5071,67*****,High,Y,<17,39.7,184.8,42,1
5072,67*****,High,Y,<17,40.9,106.7,40,0
5073,12*****,Low,N,<17,58.5,179.9,41,0
5074,45*****,High,Y,<17,38.3,128.8,38,1
5075,34*****,Low,N,<17,36.9,147.3,35,1
5076,56*****,High,Y,17+,26.6,114.7,38,1
5077,34*****,High,Y,17+,24.4,110.3,37,1
5078,56*****,High,Y,<17,67.8,167.1,42,0
5079,12*****,High,Y,<17,52.5,140.5,42,1
5080,45*****,High,Y,17+,28.6,127.3,39,0
5081,45*****,High,Y,<17,67.4,149.5,38,1
5082,56*****,Low,N,<17,61.3,122.7,40,0
5083,67*****,High,Y,<17,37.9,178.8,34,0
5084,45*****,High,Y,<17,50.1,176.6,39,1
5085,12*****,Low,N,<17,32.9,117.9,40,1
5086,23*****,High,Y,<17,60.9,116.6,35,0
5087,67*****,Medium,Y,17+,22.9,106.8,37,1
5088,34*****,Low,N,17+,45.4,162.3,41,1
5089,67*****,High,Y,<17,44.6,116.5,41,1
5090,56*****,High,Y,,66.2,111.7,36,1
5091,23*****,Medium,Y,<17,64.3,127.5,41,0
5092,34*****,High,Y,<17,23.0,196.5,35,0
5093,45*****,Medium,Y,<17,53.6,181.6,36,0
5094,56*****,High,Y,<17,57.8,144.0,41,1
5095,56*****,High,Y,17+,60.7,184.1,42,0
5096,12*****,High,Y,<17,23.4,185.9,42,1
5097,12*****,Medium,Y,<17,61.8,170.7,34,1
5098,12*****,High,Y,17+,77.1,180.4,39,1
5099,12*****,High,Y,17+,28.3,141.2,35,1
5100,12*****,Low,N,17+,42.6,107.8,36,0
5101,12*****,Medium,Y,<17,32.5,133.0,41,1
5102,56*****,High,Y,17+,75.0,173.3,39,0
5103,12*****,High,Y,<17,66.8,157.0,40,1
5104,12*****,Low,N,<17,74.0,100.3,35,1
5105,56*****,Medium,Y,17+,25.8,169.7,42,1
5106,23*****,High,Y,<17,79.3,150.7,39,1
5107,12*****,High,Y,<17,45.1,123.0,42,0
5108,12*****,Low,N,<17,71.9,108.9,35,1
5109,34*****,Medium,Y,<17,75.8,155.9,41,0
5110,23*****,Medium,Y,<17,35.7,141.5,42,1
5111,34*****,High,Y,<17,24.3,134.2,35,1
5112,34*****,High,Y,17+,43.2,133.0,36,0
5113,45*****,Low,N,<17,64.8,160.4,41,1
5114,34*****,High,Y,<17,54.3,198.0,35,1
5115,23*****,Low,N,17+,79.3,146.0,39,1
5116,23*****,Medium,Y,17+,47.1,139.8,34,1
5117,34*****,Low,N,<17,59.5,129.6,35,1
5118,45*****,Medium,Y,17+,34.3,197.8,42,0
5119,23*****,Medium,Y,17+,42.6,140.5,38,1
5120,34*****,High,Y,17+,48.1,154.3,39,1
5121,23*****,High,Y,<17,31.2,111.8,35,1
5122,12*****,High,Y,17+,30.0,130.0,42,1
5123,56*****,Low,N,17+,42.6,105.5,39,0
5124,56*****,High,Y,<17,44.5,182.3,40,1
5125,56*****,Medium,Y,17+,69.3,164.5,37,1
5126,34*****,High,Y,<17,20.6,186.0,39,0
5127,12*****,Medium,Y,<17,38.6,110.7,35,0
5128,56*****,High,Y,17+,64.3,187.1,42,0
5129,12*****,Low,N,<17,22.7,173.5,42,1
5130,23*****,High,Y,<17,33.6,141.1,40,1
5131,56*****,High,Y,<17,76.9,168.2,39,1
5132,67*****,High,Y,17+,78.8,168.6,34,0
5133,45*****,Low,N,17+,67.5,175.0,42,0
5134,34*****,High,Y,<17,45.6,126.0,34,0
5135,56*****,Medium,Y,<17,56.2,121.3,35,1
5136,12*****,Medium,Y,17+,67.2,124.4,35,0
5137,56*****,Medium,Y,<17,58.0,150.1,41,0
5138,56*****,High,Y,17+,76.7,100.8,36,0
5139,56*****,High,Y,17+,34.9,177.4,34,0
5140,34*****,Low,N,<17,51.0,164.9,34,1
5141,12*****,High,Y,<17,68.1,162.3,36,0
5142,12*****,Medium,Y,<17,58.2,130.0,35,1
5143,34*****,High,Y,<17,44.8,182.2,37,0
5144,12*****,Medium,Y,<17,47.8,114.4,41,0
5145,23*****,Medium,Y,<17,73.8,180.1,38,0
5146,56*****,High,Y,<17,32.3,154.6,39,1
